antecedents,consequents,antecedent support,consequent support,support,confidence,lift,leverage,conviction
"frozenset({'regency tea plate pink', 'green regency teacup and saucer'})",frozenset({'pink regency teacup and saucer'}),0.05019305019305019,0.10810810810810811,0.05019305019305019,1.0,9.25,0.04476677449650422,inf
"frozenset({'regency tea plate pink', 'green regency teacup and saucer', 'roses regency teacup and saucer'})",frozenset({'pink regency teacup and saucer'}),0.05019305019305019,0.10810810810810811,0.05019305019305019,1.0,9.25,0.04476677449650422,inf
"frozenset({'pink regency teacup and saucer', 'regency tea plate green'})","frozenset({'regency cakestand 3 tier', 'roses regency teacup and saucer'})",0.05405405405405406,0.11196911196911197,0.05405405405405406,1.0,8.931034482758621,0.04800166962329125,inf
"frozenset({'pink regency teacup and saucer', 'green regency teacup and saucer', 'regency tea plate green'})","frozenset({'regency cakestand 3 tier', 'roses regency teacup and saucer'})",0.05019305019305019,0.11196911196911197,0.05019305019305019,1.0,8.931034482758621,0.0445729789359133,inf
"frozenset({'pink regency teacup and saucer', 'regency tea plate pink', 'regency tea plate green'})","frozenset({'regency cakestand 3 tier', 'roses regency teacup and saucer'})",0.05019305019305019,0.11196911196911197,0.05019305019305019,1.0,8.931034482758621,0.0445729789359133,inf
"frozenset({'pink regency teacup and saucer', 'regency tea plate roses', 'regency tea plate green'})","frozenset({'regency cakestand 3 tier', 'roses regency teacup and saucer'})",0.05019305019305019,0.11196911196911197,0.05019305019305019,1.0,8.931034482758621,0.0445729789359133,inf
"frozenset({'regency cakestand 3 tier', 'green regency teacup and saucer'})",frozenset({'roses regency teacup and saucer'}),0.0888030888030888,0.16988416988416988,0.0888030888030888,1.0,5.886363636363637,0.07371684977862585,inf
"frozenset({'green regency teacup and saucer', 'regency sugar bowl green'})",frozenset({'roses regency teacup and saucer'}),0.06563706563706563,0.16988416988416988,0.06563706563706563,1.0,5.886363636363637,0.054486367227679966,inf
"frozenset({'regency tea plate pink', 'green regency teacup and saucer'})",frozenset({'roses regency teacup and saucer'}),0.05019305019305019,0.16988416988416988,0.05019305019305019,1.0,5.886363636363637,0.04166604552704939,inf
"frozenset({'regency teapot roses', 'green regency teacup and saucer'})",frozenset({'roses regency teacup and saucer'}),0.05405405405405406,0.16988416988416988,0.05405405405405406,1.0,5.886363636363637,0.04487112595220703,inf
"frozenset({'pink regency teacup and saucer', 'regency cakestand 3 tier'})",frozenset({'roses regency teacup and saucer'}),0.07722007722007722,0.16988416988416988,0.07722007722007722,1.0,5.886363636363637,0.0641016085031529,inf
"frozenset({'pink regency teacup and saucer', 'regency milk jug pink'})",frozenset({'roses regency teacup and saucer'}),0.06177606177606178,0.16988416988416988,0.06177606177606178,1.0,5.886363636363637,0.05128128680252232,inf
"frozenset({'pink regency teacup and saucer', 'regency sugar bowl green'})",frozenset({'roses regency teacup and saucer'}),0.06563706563706563,0.16988416988416988,0.06563706563706563,1.0,5.886363636363637,0.054486367227679966,inf
"frozenset({'pink regency teacup and saucer', 'regency tea plate green'})",frozenset({'roses regency teacup and saucer'}),0.05405405405405406,0.16988416988416988,0.05405405405405406,1.0,5.886363636363637,0.04487112595220703,inf
"frozenset({'pink regency teacup and saucer', 'regency tea plate pink'})",frozenset({'roses regency teacup and saucer'}),0.05791505791505792,0.16988416988416988,0.05791505791505792,1.0,5.886363636363637,0.04807620637736468,inf
"frozenset({'pink regency teacup and saucer', 'regency tea plate roses'})",frozenset({'roses regency teacup and saucer'}),0.05405405405405406,0.16988416988416988,0.05405405405405406,1.0,5.886363636363637,0.04487112595220703,inf
"frozenset({'pink regency teacup and saucer', 'regency teapot roses'})",frozenset({'roses regency teacup and saucer'}),0.05019305019305019,0.16988416988416988,0.05019305019305019,1.0,5.886363636363637,0.04166604552704939,inf
"frozenset({'pink regency teacup and saucer', 'regency cakestand 3 tier', 'green regency teacup and saucer'})",frozenset({'roses regency teacup and saucer'}),0.07335907335907337,0.16988416988416988,0.07335907335907337,1.0,5.886363636363637,0.06089652807799527,inf
"frozenset({'pink regency teacup and saucer', 'regency milk jug pink', 'green regency teacup and saucer'})",frozenset({'roses regency teacup and saucer'}),0.05405405405405406,0.16988416988416988,0.05405405405405406,1.0,5.886363636363637,0.04487112595220703,inf
"frozenset({'pink regency teacup and saucer', 'green regency teacup and saucer', 'regency sugar bowl green'})",frozenset({'roses regency teacup and saucer'}),0.05791505791505792,0.16988416988416988,0.05791505791505792,1.0,5.886363636363637,0.04807620637736468,inf
"frozenset({'pink regency teacup and saucer', 'green regency teacup and saucer', 'regency tea plate green'})",frozenset({'roses regency teacup and saucer'}),0.05019305019305019,0.16988416988416988,0.05019305019305019,1.0,5.886363636363637,0.04166604552704939,inf
"frozenset({'pink regency teacup and saucer', 'regency tea plate pink', 'green regency teacup and saucer'})",frozenset({'roses regency teacup and saucer'}),0.05019305019305019,0.16988416988416988,0.05019305019305019,1.0,5.886363636363637,0.04166604552704939,inf
"frozenset({'regency cakestand 3 tier', 'green regency teacup and saucer', 'regency sugar bowl green'})",frozenset({'roses regency teacup and saucer'}),0.05791505791505792,0.16988416988416988,0.05791505791505792,1.0,5.886363636363637,0.04807620637736468,inf
"frozenset({'regency cakestand 3 tier', 'green regency teacup and saucer', 'regency tea plate green'})",frozenset({'roses regency teacup and saucer'}),0.05405405405405406,0.16988416988416988,0.05405405405405406,1.0,5.886363636363637,0.04487112595220703,inf
"frozenset({'regency cakestand 3 tier', 'regency tea plate roses', 'green regency teacup and saucer'})",frozenset({'roses regency teacup and saucer'}),0.05019305019305019,0.16988416988416988,0.05019305019305019,1.0,5.886363636363637,0.04166604552704939,inf
"frozenset({'regency milk jug pink', 'green regency teacup and saucer', 'regency sugar bowl green'})",frozenset({'roses regency teacup and saucer'}),0.05019305019305019,0.16988416988416988,0.05019305019305019,1.0,5.886363636363637,0.04166604552704939,inf
"frozenset({'regency teapot roses', 'green regency teacup and saucer', 'regency sugar bowl green'})",frozenset({'roses regency teacup and saucer'}),0.05019305019305019,0.16988416988416988,0.05019305019305019,1.0,5.886363636363637,0.04166604552704939,inf
"frozenset({'pink regency teacup and saucer', 'regency cakestand 3 tier', 'regency sugar bowl green'})",frozenset({'roses regency teacup and saucer'}),0.05405405405405406,0.16988416988416988,0.05405405405405406,1.0,5.886363636363637,0.04487112595220703,inf
"frozenset({'pink regency teacup and saucer', 'regency cakestand 3 tier', 'regency tea plate green'})",frozenset({'roses regency teacup and saucer'}),0.05405405405405406,0.16988416988416988,0.05405405405405406,1.0,5.886363636363637,0.04487112595220703,inf
"frozenset({'pink regency teacup and saucer', 'regency cakestand 3 tier', 'regency tea plate pink'})",frozenset({'roses regency teacup and saucer'}),0.05019305019305019,0.16988416988416988,0.05019305019305019,1.0,5.886363636363637,0.04166604552704939,inf
"frozenset({'pink regency teacup and saucer', 'regency cakestand 3 tier', 'regency tea plate roses'})",frozenset({'roses regency teacup and saucer'}),0.05019305019305019,0.16988416988416988,0.05019305019305019,1.0,5.886363636363637,0.04166604552704939,inf
"frozenset({'pink regency teacup and saucer', 'regency milk jug pink', 'regency sugar bowl green'})",frozenset({'roses regency teacup and saucer'}),0.05405405405405406,0.16988416988416988,0.05405405405405406,1.0,5.886363636363637,0.04487112595220703,inf
"frozenset({'pink regency teacup and saucer', 'regency tea plate pink', 'regency tea plate green'})",frozenset({'roses regency teacup and saucer'}),0.05019305019305019,0.16988416988416988,0.05019305019305019,1.0,5.886363636363637,0.04166604552704939,inf
"frozenset({'pink regency teacup and saucer', 'regency tea plate roses', 'regency tea plate green'})",frozenset({'roses regency teacup and saucer'}),0.05019305019305019,0.16988416988416988,0.05019305019305019,1.0,5.886363636363637,0.04166604552704939,inf
"frozenset({'pink regency teacup and saucer', 'regency tea plate pink', 'regency tea plate roses'})",frozenset({'roses regency teacup and saucer'}),0.05019305019305019,0.16988416988416988,0.05019305019305019,1.0,5.886363636363637,0.04166604552704939,inf
"frozenset({'pink regency teacup and saucer', 'regency cakestand 3 tier', 'green regency teacup and saucer', 'regency sugar bowl green'})",frozenset({'roses regency teacup and saucer'}),0.05019305019305019,0.16988416988416988,0.05019305019305019,1.0,5.886363636363637,0.04166604552704939,inf
"frozenset({'pink regency teacup and saucer', 'regency cakestand 3 tier', 'green regency teacup and saucer', 'regency tea plate green'})",frozenset({'roses regency teacup and saucer'}),0.05019305019305019,0.16988416988416988,0.05019305019305019,1.0,5.886363636363637,0.04166604552704939,inf
"frozenset({'regency cakestand 3 tier', 'green regency teacup and saucer', 'regency tea plate roses', 'regency tea plate green'})",frozenset({'roses regency teacup and saucer'}),0.05019305019305019,0.16988416988416988,0.05019305019305019,1.0,5.886363636363637,0.04166604552704939,inf
"frozenset({'pink regency teacup and saucer', 'regency cakestand 3 tier', 'regency tea plate pink', 'regency tea plate green'})",frozenset({'roses regency teacup and saucer'}),0.05019305019305019,0.16988416988416988,0.05019305019305019,1.0,5.886363636363637,0.04166604552704939,inf
"frozenset({'pink regency teacup and saucer', 'regency cakestand 3 tier', 'regency tea plate roses', 'regency tea plate green'})",frozenset({'roses regency teacup and saucer'}),0.05019305019305019,0.16988416988416988,0.05019305019305019,1.0,5.886363636363637,0.04166604552704939,inf
"frozenset({'pink regency teacup and saucer', 'regency tea plate green'})",frozenset({'regency cakestand 3 tier'}),0.05405405405405406,0.23938223938223938,0.05405405405405406,1.0,4.17741935483871,0.041114473546905984,inf
"frozenset({'regency tea plate green', 'roses regency teacup and saucer'})",frozenset({'regency cakestand 3 tier'}),0.06177606177606178,0.23938223938223938,0.06177606177606178,1.0,4.17741935483871,0.046987969767892546,inf
"frozenset({'pink regency teacup and saucer', 'green regency teacup and saucer', 'regency tea plate green'})",frozenset({'regency cakestand 3 tier'}),0.05019305019305019,0.23938223938223938,0.05019305019305019,1.0,4.17741935483871,0.03817772543641269,inf
"frozenset({'green regency teacup and saucer', 'regency tea plate green', 'roses regency teacup and saucer'})",frozenset({'regency cakestand 3 tier'}),0.05405405405405406,0.23938223938223938,0.05405405405405406,1.0,4.17741935483871,0.041114473546905984,inf
"frozenset({'pink regency teacup and saucer', 'regency tea plate pink', 'regency tea plate green'})",frozenset({'regency cakestand 3 tier'}),0.05019305019305019,0.23938223938223938,0.05019305019305019,1.0,4.17741935483871,0.03817772543641269,inf
"frozenset({'pink regency teacup and saucer', 'regency tea plate roses', 'regency tea plate green'})",frozenset({'regency cakestand 3 tier'}),0.05019305019305019,0.23938223938223938,0.05019305019305019,1.0,4.17741935483871,0.03817772543641269,inf
"frozenset({'pink regency teacup and saucer', 'regency tea plate green', 'roses regency teacup and saucer'})",frozenset({'regency cakestand 3 tier'}),0.05405405405405406,0.23938223938223938,0.05405405405405406,1.0,4.17741935483871,0.041114473546905984,inf
"frozenset({'regency sugar bowl green', 'regency tea plate green', 'roses regency teacup and saucer'})",frozenset({'regency cakestand 3 tier'}),0.05019305019305019,0.23938223938223938,0.05019305019305019,1.0,4.17741935483871,0.03817772543641269,inf
"frozenset({'regency tea plate pink', 'regency tea plate green', 'roses regency teacup and saucer'})",frozenset({'regency cakestand 3 tier'}),0.05405405405405406,0.23938223938223938,0.05405405405405406,1.0,4.17741935483871,0.041114473546905984,inf
"frozenset({'regency tea plate roses', 'regency tea plate green', 'roses regency teacup and saucer'})",frozenset({'regency cakestand 3 tier'}),0.05791505791505792,0.23938223938223938,0.05791505791505792,1.0,4.17741935483871,0.04405122165739926,inf
"frozenset({'pink regency teacup and saucer', 'green regency teacup and saucer', 'regency tea plate green', 'roses regency teacup and saucer'})",frozenset({'regency cakestand 3 tier'}),0.05019305019305019,0.23938223938223938,0.05019305019305019,1.0,4.17741935483871,0.03817772543641269,inf
"frozenset({'green regency teacup and saucer', 'regency tea plate roses', 'regency tea plate green', 'roses regency teacup and saucer'})",frozenset({'regency cakestand 3 tier'}),0.05019305019305019,0.23938223938223938,0.05019305019305019,1.0,4.17741935483871,0.03817772543641269,inf
"frozenset({'pink regency teacup and saucer', 'regency tea plate pink', 'regency tea plate green', 'roses regency teacup and saucer'})",frozenset({'regency cakestand 3 tier'}),0.05019305019305019,0.23938223938223938,0.05019305019305019,1.0,4.17741935483871,0.03817772543641269,inf
"frozenset({'pink regency teacup and saucer', 'regency tea plate roses', 'regency tea plate green', 'roses regency teacup and saucer'})",frozenset({'regency cakestand 3 tier'}),0.05019305019305019,0.23938223938223938,0.05019305019305019,1.0,4.17741935483871,0.03817772543641269,inf
"frozenset({'regency tea plate pink', 'regency tea plate roses', 'regency tea plate green', 'roses regency teacup and saucer'})",frozenset({'regency cakestand 3 tier'}),0.05019305019305019,0.23938223938223938,0.05019305019305019,1.0,4.17741935483871,0.03817772543641269,inf
frozenset({'pink regency teacup and saucer'}),frozenset({'roses regency teacup and saucer'}),0.10810810810810811,0.16988416988416988,0.10424710424710425,0.9642857142857142,5.676136363636363,0.08588124804341021,23.24324324324318
"frozenset({'pink regency teacup and saucer', 'green regency teacup and saucer'})",frozenset({'roses regency teacup and saucer'}),0.10038610038610038,0.16988416988416988,0.09652509652509653,0.9615384615384616,5.659965034965035,0.07947108719309492,21.583011583011597
"frozenset({'pink regency teacup and saucer', 'regency cakestand 3 tier'})","frozenset({'green regency teacup and saucer', 'roses regency teacup and saucer'})",0.07722007722007722,0.11969111969111969,0.07335907335907337,0.9500000000000001,7.937096774193549,0.0641165158539676,17.60617760617763
"frozenset({'pink regency teacup and saucer', 'regency cakestand 3 tier'})",frozenset({'green regency teacup and saucer'}),0.07722007722007722,0.13127413127413126,0.07335907335907337,0.9500000000000001,7.236764705882354,0.06322207480508639,17.3745173745174
"frozenset({'pink regency teacup and saucer', 'regency cakestand 3 tier', 'roses regency teacup and saucer'})",frozenset({'green regency teacup and saucer'}),0.07722007722007722,0.13127413127413126,0.07335907335907337,0.9500000000000001,7.236764705882354,0.06322207480508639,17.3745173745174
frozenset({'regency teapot roses'}),frozenset({'regency sugar bowl green'}),0.0694980694980695,0.09266409266409266,0.06563706563706563,0.9444444444444443,10.192129629629628,0.05919709008512097,16.332046332046293
"frozenset({'regency tea plate pink', 'regency tea plate roses'})",frozenset({'regency tea plate green'}),0.06563706563706563,0.08108108108108109,0.06177606177606178,0.9411764705882354,11.607843137254903,0.05645413753521862,15.621621621621646
"frozenset({'regency tea plate green', 'roses regency teacup and saucer'})","frozenset({'regency cakestand 3 tier', 'regency tea plate roses'})",0.06177606177606178,0.0694980694980695,0.05791505791505792,0.9375,13.489583333333334,0.05362174088042814,14.888030888030888
"frozenset({'regency cakestand 3 tier', 'regency tea plate roses', 'roses regency teacup and saucer'})",frozenset({'regency tea plate green'}),0.06177606177606178,0.08108108108108109,0.05791505791505792,0.9375,11.5625,0.05290618804132318,14.702702702702702
"frozenset({'regency teapot roses', 'roses regency teacup and saucer'})",frozenset({'regency sugar bowl green'}),0.06177606177606178,0.09266409266409266,0.05791505791505792,0.9375,10.1171875,0.052190635202218214,14.517374517374517
"frozenset({'regency tea plate green', 'roses regency teacup and saucer'})",frozenset({'regency tea plate roses'}),0.06177606177606178,0.09266409266409266,0.05791505791505792,0.9375,10.1171875,0.052190635202218214,14.517374517374517
"frozenset({'regency cakestand 3 tier', 'regency tea plate green', 'roses regency teacup and saucer'})",frozenset({'regency tea plate roses'}),0.06177606177606178,0.09266409266409266,0.05791505791505792,0.9375,10.1171875,0.052190635202218214,14.517374517374517
"frozenset({'regency tea plate pink', 'roses regency teacup and saucer'})",frozenset({'pink regency teacup and saucer'}),0.06177606177606178,0.10810810810810811,0.05791505791505792,0.9375,8.671875,0.05123656475007826,14.27027027027027
"frozenset({'regency milk jug pink', 'green regency teacup and saucer'})",frozenset({'roses regency teacup and saucer'}),0.06177606177606178,0.16988416988416988,0.05791505791505792,0.9375,5.518465909090909,0.04742028294151847,13.281853281853282
"frozenset({'regency cakestand 3 tier', 'regency tea plate roses', 'regency tea plate green'})",frozenset({'roses regency teacup and saucer'}),0.06177606177606178,0.16988416988416988,0.05791505791505792,0.9375,5.518465909090909,0.04742028294151847,13.281853281853282
"frozenset({'regency tea plate roses', 'green regency teacup and saucer'})",frozenset({'regency tea plate green'}),0.05791505791505792,0.08108108108108109,0.05405405405405406,0.9333333333333333,11.511111111111111,0.04935823854742774,13.783783783783786
"frozenset({'green regency teacup and saucer', 'regency tea plate green'})",frozenset({'regency tea plate roses'}),0.05791505791505792,0.09266409266409266,0.05405405405405406,0.9333333333333333,10.072222222222223,0.04868740776076684,13.610038610038613
"frozenset({'regency tea plate pink', 'regency milk jug pink'})",frozenset({'regency sugar bowl green'}),0.05791505791505792,0.09266409266409266,0.05405405405405406,0.9333333333333333,10.072222222222223,0.04868740776076684,13.610038610038613
"frozenset({'regency tea plate pink', 'regency sugar bowl green'})",frozenset({'regency milk jug pink'}),0.05791505791505792,0.09266409266409266,0.05405405405405406,0.9333333333333333,10.072222222222223,0.04868740776076684,13.610038610038613
"frozenset({'regency milk jug pink', 'regency tea plate roses'})",frozenset({'regency sugar bowl green'}),0.05791505791505792,0.09266409266409266,0.05405405405405406,0.9333333333333333,10.072222222222223,0.04868740776076684,13.610038610038613
"frozenset({'regency sugar bowl green', 'regency tea plate green'})",frozenset({'regency tea plate roses'}),0.05791505791505792,0.09266409266409266,0.05405405405405406,0.9333333333333333,10.072222222222223,0.04868740776076684,13.610038610038613
"frozenset({'regency milk jug pink', 'green regency teacup and saucer', 'roses regency teacup and saucer'})",frozenset({'pink regency teacup and saucer'}),0.05791505791505792,0.10810810810810811,0.05405405405405406,0.9333333333333333,8.633333333333333,0.04779296671188563,13.37837837837838
"frozenset({'green regency teacup and saucer', 'regency tea plate green'})","frozenset({'regency cakestand 3 tier', 'roses regency teacup and saucer'})",0.05791505791505792,0.11196911196911197,0.05405405405405406,0.9333333333333333,8.335632183908046,0.04756935644966533,13.320463320463324
"frozenset({'green regency teacup and saucer', 'regency tea plate green'})",frozenset({'roses regency teacup and saucer'}),0.05791505791505792,0.16988416988416988,0.05405405405405406,0.9333333333333333,5.493939393939394,0.044215202516360824,12.451737451737454
"frozenset({'regency tea plate roses', 'green regency teacup and saucer'})",frozenset({'roses regency teacup and saucer'}),0.05791505791505792,0.16988416988416988,0.05405405405405406,0.9333333333333333,5.493939393939394,0.044215202516360824,12.451737451737454
"frozenset({'green regency teacup and saucer', 'regency tea plate green'})",frozenset({'regency cakestand 3 tier'}),0.05791505791505792,0.23938223938223938,0.05405405405405406,0.9333333333333333,3.8989247311827957,0.04019021779639541,11.409266409266412
"frozenset({'regency sugar bowl green', 'regency tea plate green'})",frozenset({'regency cakestand 3 tier'}),0.05791505791505792,0.23938223938223938,0.05405405405405406,0.9333333333333333,3.8989247311827957,0.04019021779639541,11.409266409266412
"frozenset({'regency cakestand 3 tier', 'regency tea plate pink', 'roses regency teacup and saucer'})","frozenset({'pink regency teacup and saucer', 'regency tea plate green'})",0.05405405405405406,0.05405405405405406,0.05019305019305019,0.9285714285714285,17.178571428571427,0.04727120943337159,13.243243243243228
"frozenset({'pink regency teacup and saucer', 'regency tea plate green'})","frozenset({'regency cakestand 3 tier', 'regency tea plate pink', 'roses regency teacup and saucer'})",0.05405405405405406,0.05405405405405406,0.05019305019305019,0.9285714285714285,17.178571428571427,0.04727120943337159,13.243243243243228
"frozenset({'pink regency teacup and saucer', 'regency tea plate green'})","frozenset({'regency cakestand 3 tier', 'regency tea plate pink'})",0.05405405405405406,0.06177606177606178,0.05019305019305019,0.9285714285714285,15.031249999999998,0.046853803610560366,13.13513513513512
"frozenset({'pink regency teacup and saucer', 'regency tea plate green'})","frozenset({'regency tea plate pink', 'roses regency teacup and saucer'})",0.05405405405405406,0.06177606177606178,0.05019305019305019,0.9285714285714285,15.031249999999998,0.046853803610560366,13.13513513513512
"frozenset({'pink regency teacup and saucer', 'regency tea plate roses'})","frozenset({'regency tea plate green', 'roses regency teacup and saucer'})",0.05405405405405406,0.06177606177606178,0.05019305019305019,0.9285714285714285,15.031249999999998,0.046853803610560366,13.13513513513512
"frozenset({'pink regency teacup and saucer', 'regency tea plate roses'})","frozenset({'regency tea plate pink', 'roses regency teacup and saucer'})",0.05405405405405406,0.06177606177606178,0.05019305019305019,0.9285714285714285,15.031249999999998,0.046853803610560366,13.13513513513512
"frozenset({'pink regency teacup and saucer', 'regency cakestand 3 tier', 'regency tea plate green'})","frozenset({'regency tea plate pink', 'roses regency teacup and saucer'})",0.05405405405405406,0.06177606177606178,0.05019305019305019,0.9285714285714285,15.031249999999998,0.046853803610560366,13.13513513513512
"frozenset({'pink regency teacup and saucer', 'regency tea plate green', 'roses regency teacup and saucer'})","frozenset({'regency cakestand 3 tier', 'regency tea plate pink'})",0.05405405405405406,0.06177606177606178,0.05019305019305019,0.9285714285714285,15.031249999999998,0.046853803610560366,13.13513513513512
"frozenset({'pink regency teacup and saucer', 'regency tea plate roses'})","frozenset({'regency cakestand 3 tier', 'regency tea plate green', 'roses regency teacup and saucer'})",0.05405405405405406,0.06177606177606178,0.05019305019305019,0.9285714285714285,15.031249999999998,0.046853803610560366,13.13513513513512
"frozenset({'pink regency teacup and saucer', 'regency tea plate green'})","frozenset({'regency cakestand 3 tier', 'regency tea plate roses', 'roses regency teacup and saucer'})",0.05405405405405406,0.06177606177606178,0.05019305019305019,0.9285714285714285,15.031249999999998,0.046853803610560366,13.13513513513512
"frozenset({'regency cakestand 3 tier', 'regency tea plate pink', 'regency tea plate roses'})","frozenset({'regency tea plate green', 'roses regency teacup and saucer'})",0.05405405405405406,0.06177606177606178,0.05019305019305019,0.9285714285714285,15.031249999999998,0.046853803610560366,13.13513513513512
"frozenset({'pink regency teacup and saucer', 'regency tea plate roses'})","frozenset({'regency cakestand 3 tier', 'regency tea plate green'})",0.05405405405405406,0.0694980694980695,0.05019305019305019,0.9285714285714285,13.36111111111111,0.046436397787749134,13.027027027027012
"frozenset({'pink regency teacup and saucer', 'regency tea plate green'})","frozenset({'regency cakestand 3 tier', 'regency tea plate roses'})",0.05405405405405406,0.0694980694980695,0.05019305019305019,0.9285714285714285,13.36111111111111,0.046436397787749134,13.027027027027012
"frozenset({'pink regency teacup and saucer', 'regency tea plate green'})","frozenset({'regency tea plate roses', 'roses regency teacup and saucer'})",0.05405405405405406,0.0694980694980695,0.05019305019305019,0.9285714285714285,13.36111111111111,0.046436397787749134,13.027027027027012
"frozenset({'green regency teacup and saucer', 'regency tea plate roses', 'roses regency teacup and saucer'})","frozenset({'regency cakestand 3 tier', 'regency tea plate green'})",0.05405405405405406,0.0694980694980695,0.05019305019305019,0.9285714285714285,13.36111111111111,0.046436397787749134,13.027027027027012
"frozenset({'regency cakestand 3 tier', 'green regency teacup and saucer', 'regency tea plate green'})","frozenset({'regency tea plate roses', 'roses regency teacup and saucer'})",0.05405405405405406,0.0694980694980695,0.05019305019305019,0.9285714285714285,13.36111111111111,0.046436397787749134,13.027027027027012
"frozenset({'green regency teacup and saucer', 'regency tea plate green', 'roses regency teacup and saucer'})","frozenset({'regency cakestand 3 tier', 'regency tea plate roses'})",0.05405405405405406,0.0694980694980695,0.05019305019305019,0.9285714285714285,13.36111111111111,0.046436397787749134,13.027027027027012
"frozenset({'pink regency teacup and saucer', 'regency tea plate roses', 'roses regency teacup and saucer'})","frozenset({'regency cakestand 3 tier', 'regency tea plate green'})",0.05405405405405406,0.0694980694980695,0.05019305019305019,0.9285714285714285,13.36111111111111,0.046436397787749134,13.027027027027012
"frozenset({'pink regency teacup and saucer', 'regency cakestand 3 tier', 'regency tea plate green'})","frozenset({'regency tea plate roses', 'roses regency teacup and saucer'})",0.05405405405405406,0.0694980694980695,0.05019305019305019,0.9285714285714285,13.36111111111111,0.046436397787749134,13.027027027027012
"frozenset({'pink regency teacup and saucer', 'regency tea plate green', 'roses regency teacup and saucer'})","frozenset({'regency cakestand 3 tier', 'regency tea plate roses'})",0.05405405405405406,0.0694980694980695,0.05019305019305019,0.9285714285714285,13.36111111111111,0.046436397787749134,13.027027027027012
